Argument ID	WA	MACE-P	stance_WA	stance_WA_conf
A18332	0.710671337	0.390440112	1	1
A18333	0.705731378	0.645047912	-1	1
A18334	0.840431461	0.890460307	-1	0.72615771
A18335	1	0.999829695	1	1
A18336	0.731270668	0.356858541	1	1
A18337	0.819198829	0.827420325	1	1
A18338	0.582078867	0.251040525	-1	1
A18339	0.733550639	0.454538063	-1	0.894273962
A18340	0.641704907	0.04582833	-1	1
A18341	1	0.887848099	-1	1
A18342	1	0.992990454	1	0.803541726
A18343	0.853583068	0.879120517	1	1
A18344	0.622792666	0.392696052	-1	0.900706404
A18345	1	0.794922084	1	1
A18346	1	0.99637597	1	1
A18347	0.866339136	0.97724725	-1	1
A18348	0.556277132	0.001145369	1	1
A18349	0.864330092	0.830812478	1	1
A18350	0.740889429	0.163145832	-1	0.90172999
A18351	0.903577114	0.960735225	1	1
A18352	1	0.912477175	-1	1
A18353	0.871599697	0.471161258	-1	0.908010672
A18354	0.586162054	0.00799459	-1	1
A18355	0.556116913	0.016342768	-1	0.619288025
A18356	0.881235343	0.718393004	-1	0.928378466
A18357	0.753956231	0.157067414	1	1
A18358	0.877426961	0.885692275	1	0.909011758
A18359	0.922757942	0.985698095	1	1
A18360	0.68968546	0.295406767	-1	1
A18361	1	0.996360359	-1	1
A18362	0.511613398	0.004914644	-1	0.905836215
A18363	0.939469038	0.925697805	-1	1
A18364	0.56475056	0.006672976	1	0.489240553
A18365	0.976800339	0.7694651	1	1
A18366	0.685485105	0.187014141	-1	1
A18367	0.779108634	0.789529877	1	1
A18368	0.7344964	0.168193511	1	0.894367335
A18369	0.547331747	0.006575168	-1	1
A18370	0.687024283	0.320916706	-1	1
A18371	0.853554434	0.463029408	-1	0.927484485
A18372	0.642347475	0.03116417	1	1
A18373	1	0.908824784	1	0.812311089
A18374	0.689101055	0.343592831	-1	1
A18375	0.835594205	0.469339955	1	1
A18376	0.853669782	0.704252887	1	0.906831648
A18377	1	0.943638448	-1	1
A18378	1	0.941891284	1	1
A18379	0.976851452	0.92976458	1	0.901474538
A18380	1	0.883704017	1	0.895490028
A18381	0.916839021	0.986985105	1	0.927800902
A18382	0.787474756	0.551572227	1	1
A18383	1	0.986417023	-1	1
A18384	0.801303822	0.666921509	-1	0.819285735
A18385	0.644278477	0.522560122	1	0.803569608
A18386	1	0.942556155	1	1
A18387	0.730301112	0.12194931	1	1
A18388	1	0.965514411	1	1
A18389	0.791195154	0.452111266	-1	0.898924745
A18390	0.897990477	0.951534886	1	1
A18391	0.768412397	0.66892213	-1	0.903639675
A18392	0.965298211	0.999595466	1	1
A18393	0.699091276	0.268680476	-1	1
A18394	0.784624892	0.998496525	-1	1
A18395	0.910595097	0.931318788	-1	1
A18396	0.635540686	0.041765999	1	0.80085143
A18397	1	0.911019501	-1	1
A18398	0.724578939	0.489303409	1	1
A18399	0.899756212	0.396097683	-1	1
A18400	0.648296418	0.09851973	1	1
A18401	0.907930132	0.977413938	-1	1
A18402	0.828715943	0.117830399	1	1
A18403	0.89660472	0.9747982	1	1
A18404	0.614210238	0.823393534	1	1
A18405	0.573694082	0.512832471	-1	1
A18406	0.799229616	0.998354522	1	0.910204233
A18407	0.689438365	0.008037863	-1	1
A18408	0.761944629	0.356788084	1	1
A18409	0.897103918	0.922762834	-1	0.701849257
A18410	1	0.999164456	-1	0.927706058
A18411	0.943074637	0.605034644	-1	1
A18412	0.654065467	0.227306838	1	0.904142233
A18413	1	0.692062907	-1	1
A18414	0.819686435	0.324623262	1	1
A18415	0.778406073	0.833522743	1	1
A18416	0.8416751	0.667698904	-1	1
A18417	0.675881402	0.552661608	-1	1
A18418	0.63442682	0.001999911	-1	0.928471509
A18419	0.746978671	0.033410197	1	1
A18420	1	0.897469536	1	1
A18421	0.771517503	0.154028867	-1	0.900974105
A18422	0.897655584	0.937717748	-1	1
A18423	1	0.804455805	1	0.790420075
A18424	0.59540622	0.152416273	1	1
A18425	0.900127253	0.746370678	1	1
A18426	0.793332587	0.336917911	-1	1
A18427	0.674846579	0.029672315	1	1
A18428	0.971672884	0.855378905	1	1
A18429	0.984489018	0.911160955	1	1
A18430	0.66307599	7.41e-06	1	1
A18431	1	0.915659338	-1	1
A18432	1	0.97835661	-1	1
A18433	0.859516194	0.681540011	-1	1
A18434	0.712343974	0.256365552	1	0.791256694
A18435	0.630586308	0.883868006	-1	1
A18436	0.783829337	0.37868225	1	1
A18437	0.892719809	0.821446411	1	1
A18438	1	0.789961675	1	0.891399145
A18439	0.968780169	0.896125503	1	0.710386365
A18440	1	0.95375334	1	1
A18441	0.687484986	0.229249646	-1	1
A18442	0.979106616	0.90918385	-1	1
A18443	0.857231424	0.498698428	1	1
A18444	0.801134258	0.769498476	-1	1
A18445	0.709840899	0.039983313	-1	0.604833944
A18446	0.710186915	0.996672114	1	1
A18447	0.749125079	0.740632226	-1	1
A18448	0.86189189	0.319543397	-1	1
A18449	0.759334479	0.203258404	1	1
A18450	0.769012019	0.206461632	-1	1
A18451	0.835695931	0.929479029	1	1
A18452	0.732829174	0.027052595	1	1
A18453	1	0.824703495	1	1
A18454	0.87172102	0.890572422	1	1
A18455	0.962500578	0.911446009	-1	1
A18456	0.923253988	0.877796154	1	1
A18457	0.881186138	0.620474963	-1	0.928580847
A18458	0.813663948	0.68805957	1	0.606562874
A18459	0.979450911	0.999835929	1	1
A18460	0.955252031	0.810991758	1	1
A18461	0.869409107	0.849429398	-1	0.9021889
A18462	0.979026965	0.900897115	1	1
A18463	0.917794402	0.994527874	1	0.904411153
A18464	1	0.96770288	1	1
A18465	0.877999536	0.757789407	1	1
A18466	0.717367585	0.374169917	1	1
A18467	1	0.868210134	-1	1
A18468	0.701035655	0.917253036	-1	0.897800854
A18469	0.897466617	0.690342204	1	1
A18470	0.981870933	0.998088236	1	1
A18471	0.79719059	0.597289332	1	1
A18472	1	0.993275404	-1	0.898040409
A18473	0.678533026	0.189509538	-1	1
A18474	0.980724167	0.880711979	1	1
A18475	0.811576292	0.61593555	1	1
A18476	1	0.86824146	1	1
A18477	0.956295733	0.821853101	-1	1
A18478	0.887970999	0.847007242	-1	0.906001266
A18479	0.982360029	0.886369452	-1	0.888823558
A18480	0.642639983	0.166098941	-1	0.821269709
A18481	0.555272253	0.203601938	-1	1
A18482	0.656628363	0.227944538	1	0.887668214
A18483	0.878731346	0.74528743	-1	1
A18484	1	0.660154688	1	1
A18485	0.71048932	0.199860219	-1	0.891983059
A18486	0.747798531	0.358699605	-1	0.896359042
A18487	1	0.906617836	1	1
A18488	1	0.97154846	1	1
A18489	1	0.848450617	1	1
A18490	0.760019065	0.667104225	1	1
A18491	1	0.945202261	1	1
A18492	1	0.927543218	-1	1
A18493	0.976961604	0.953568846	1	0.89111557
A18494	1	0.641878776	-1	0.927432343
A18495	1	0.969409957	1	1
A18496	0.754109862	0.093985611	1	0.903274542
A18497	0.698985106	0.496096151	1	1
A18498	0.910977564	0.677524318	-1	0.898785818
A18499	0.812817549	0.972669392	1	0.706508279
A18500	0.776293915	0.76431405	-1	0.900043514
A19001	0.776859937	0.244491062	1	1
A19002	1	0.910173137	1	1
A19003	0.846728982	0.615093108	-1	1
A19004	0.909316591	0.650264461	1	1
A19005	1	0.929015929	-1	1
A19006	0.860894216	0.746827988	-1	1
A19007	0.816840426	0.209767639	-1	0.907280921
A19008	1	0.930778781	1	1
A19009	1	0.966618864	-1	1
A19010	0.947572122	0.998080077	1	1
A19011	1	0.975560626	1	1
A19012	0.804658591	0.823608073	-1	1
A19013	0.676650269	0.29040985	-1	1
A19014	0.941527939	0.816083535	-1	1
A19015	0.588291147	0.542524603	-1	1
A19016	0.870342403	0.546770363	1	1
A19017	0.911857212	0.999963356	1	1
A19018	0.818208066	0.665214533	1	0.827166216
A19019	0.760663391	0.650732581	-1	1
A19020	0.735781948	0.975167972	-1	1
A19021	0.789006717	0.673036107	-1	1
A19022	0.846867046	0.716864534	-1	0.795411009
A19023	1	0.999791403	1	1
A19024	0.861939346	0.590484729	1	0.896819527
A19025	0.561299497	0.006847975	1	1
A19026	0.51591706	0.021675543	-1	1
A19027	0.718996049	0.241374213	-1	1
A19028	0.773167912	0.517336952	1	1
A19029	0.760931911	0.500549246	-1	1
A19030	0.90545882	0.400326916	-1	0.634627658
A19031	0.751621375	0.312813695	1	1
A19032	0.572805817	0.082785548	1	0.610690889
A19033	0.739853988	0.446682834	-1	0.888421769
A19034	0.77668123	0.507662835	1	1
A19035	0.831592843	0.942217665	-1	1
A19036	0.927370063	0.999857457	1	1
A19037	0.664568198	0.083126728	-1	0.896120913
A19038	0.983184656	0.903842704	1	1
A19039	0.704048031	0.146125572	-1	1
A19040	0.949874052	0.932287917	-1	0.927669641
A19041	1	0.936667034	-1	0.628890721
A19042	0.903547594	0.528369369	-1	1
A19043	0.756110196	0.161450048	-1	0.926424788
A19044	0.666409799	0.261365602	-1	0.786150623
A19045	0.821549632	0.784821129	-1	1
A19046	0.590323904	0.622537309	-1	1
A19047	0.969062641	0.968362026	-1	1
A19048	0.773976133	0.275049323	1	0.908288538
A19049	1	0.913530531	-1	1
A19050	0.993165719	0.998738209	-1	0.966026797
A19051	0.890128263	0.413995432	1	1
A19052	0.734790422	0.113221503	-1	0.627712023
A19053	1	0.99671112	-1	1
A19054	0.917710637	0.19529634	-1	0.92719002
A19055	1	0.801519613	1	1
A19056	0.76397919	0.993345313	-1	1
A19057	1	0.994248048	1	1
A19058	0.914647327	0.513351409	-1	1
A19059	1	0.977787436	1	1
A19060	1	0.833647434	-1	1
A19061	0.583296522	0.042057789	1	1
A19062	0.979872448	0.969560345	-1	1
A19063	1	0.807435545	1	0.897610617
A19064	0.769476141	0.360372451	1	1
A19065	0.864940948	0.828130241	-1	1
A19066	0.806585556	0.445307822	1	1
A19067	1	0.927781996	1	1
A19068	0.903242896	0.761075145	-1	0.831524745
A19069	1	0.935081206	1	1
A19070	0.965853418	0.999986777	-1	1
A19071	0.596735675	0.117046293	1	0.805103752
A19072	0.620796282	0.196389081	1	1
A19073	0.743819142	0.214550417	-1	0.822804832
A19074	0.843519188	0.772231933	-1	1
A19075	0.567173297	0.019706761	1	0.789781137
A19076	0.886305991	0.880744954	-1	1
A19077	0.858045207	0.622664345	-1	1
A19078	0.85178575	0.977878878	-1	0.925051034
A19079	1	0.93042674	1	1
A19080	0.749734617	0.798359551	-1	1
A19081	0.861970261	0.448673592	-1	0.900235376
A19082	0.557849412	0.281950463	1	0.61366406
A19083	0.619339152	0.101071576	1	1
A19084	0.932035277	0.998926592	-1	1
A19085	1	0.9715706	1	1
A19086	0.766005339	0.996687538	-1	1
A19087	0.709070051	0.165107885	-1	1
A19088	1	0.942932638	1	1
A19089	0.91135263	0.757129243	-1	0.902463621
A19090	0.836467633	0.859477455	-1	1
A19091	0.843870779	0.813001661	-1	1
A19092	0.530533493	0.010808908	1	1
A19093	1	0.844140774	1	1
A19094	0.574198083	0.149256667	1	0.893898994
A19095	0.514338851	0.014072633	-1	0.899819883
A19096	0.56130294	0.024885657	-1	1
A19097	0.948358496	0.962765864	-1	1
A19098	1	0.921174786	1	1
A19099	0.826733475	0.350868801	-1	1
A19100	0.986122716	0.96545209	-1	0.899601318
A19101	0.973304365	0.787552485	-1	0.90609476
A19102	0.645593292	0.341311724	-1	1
A19103	1	0.964167341	1	0.897375126
A19104	0.836306043	0.497970332	1	0.897264364
A19105	0.826558363	0.696743368	-1	1
A19106	1	0.995361382	1	1
A19107	1	0.984295237	1	1
A19108	1	0.871289153	1	1
A19109	0.892042313	0.662331538	1	1
A19110	0.915704458	0.946829831	1	0.913656949
A19111	0.695766329	0.146560525	-1	0.806152464
A19112	1	0.466908944	1	1
A19113	0.726687748	0.426972147	1	1
A19114	1	0.832482581	1	1
A19115	0.649292749	0.023298627	1	1
A19116	0.856328287	0.977302522	1	1
A19117	0.937593667	0.910741953	1	1
A19118	0.777979271	0.943098977	1	1
A19119	0.871986195	0.748269367	1	0.79255089
A19120	0.870314036	0.717508562	1	1
A19121	1	0.98945704	-1	1
A19122	0.977833867	0.939076736	-1	1
A19123	0.707415939	0.770611053	1	0.894315251
A19124	1	0.846452712	-1	1
A19125	0.724456291	0.093565844	-1	0.927843706
A19126	0.692950609	0.671061802	-1	0.612672857
A19127	1	0.725844969	1	1
A19128	0.9134597	0.919339327	-1	1
A19129	1	0.920349734	-1	1
A19130	0.939594344	0.897728562	-1	1
A19131	0.874149107	0.682275376	-1	1
A19132	0.90823122	0.851693731	-1	1
A19133	0.915116014	0.604353375	-1	1
A19134	1	0.903305456	1	1
A19135	0.841941138	0.594986466	1	1
A19136	0.881186138	0.620474963	1	1
A19137	1	0.858081025	-1	1
A19138	0.628366208	0.114164701	1	0.90930991
A19139	1	0.990161294	-1	1
A19140	0.615481665	0.073077081	-1	0.901339109
A19141	1	0.877999292	-1	1
A19142	1	0.999513923	1	1
A19143	0.749335656	0.213060009	-1	1
A19144	0.835599493	0.832655054	1	1
A19145	0.681911006	0.126000616	1	1
A19146	0.95764466	0.619671926	1	1
A19147	1	0.898990776	1	1
A19148	0.791649932	0.44073145	-1	1
A19149	1	0.991752596	1	1
A19150	0.576494612	0.023370286	-1	0.911844983
A19151	0.832377785	0.407266897	1	0.787941806
A19152	0.847572448	0.965075602	-1	0.779449954
A19153	1	0.99982712	1	1
A19154	0.608702866	0.231519005	-1	0.928006808
A19155	0.705631514	0.0741806	-1	1
A19156	0.860557106	0.755364551	1	1
A19157	0.865329058	0.871744462	-1	0.908126212
A19158	0.824442344	0.84486992	1	0.920836237
A19159	0.777842715	0.458549829	-1	0.901438849
A19160	0.948786016	0.952871459	1	0.698455705
A19161	0.892736234	0.687117361	1	1
A19162	0.770891266	0.551043726	-1	0.898838722
A19163	0.727929457	0.725737793	-1	1
A19164	0.75716936	0.051193014	-1	1
A19165	0.834987662	0.446757429	-1	1
A19166	0.745671847	0.588749662	-1	1
A19167	1	0.99999484	1	1
A19168	0.869627582	0.752318036	1	1
A19169	0.880423412	0.603266471	1	1
A19170	0.946761807	0.807116748	1	1
A19171	1	0.823916852	-1	1
A19172	0.89077087	0.886800195	1	1
A19173	0.736529549	0.353406479	-1	0.81226793
A19174	0.883186	0.827363573	-1	1
A19175	0.984009697	0.943921387	-1	1
A19176	1	0.942395608	1	1
A19177	0.766392194	0.378801458	-1	1
A19178	0.836561812	0.706343979	1	1
A19179	0.660382393	0.048125654	1	1
A19180	0.647913519	0.363580527	1	0.907975514
A19181	0.607512054	0.161115234	1	0.816078694
A19182	1	0.953829643	1	1
A19183	0.63442682	0.001743028	1	1
A19184	1	0.989017299	-1	0.927897066
A19185	0.679157096	0.027582295	-1	1
A19186	0.931338255	0.839717744	-1	0.926689591
A19187	0.942877614	0.985571247	-1	1
A19188	1	0.99675009	1	1
A19189	0.557622119	0.196511618	-1	0.898748416
A19190	1	0.961427194	1	1
A19191	0.773082082	0.256718173	1	1
A19192	0.700429797	0.457128165	-1	1
A19193	0.663518947	0.123293134	-1	1
A19194	0.981229212	0.838285201	1	1
A19195	0.878870783	0.982192052	1	1
A19196	0.823556248	0.844554733	-1	1
A19197	0.601490027	0.265612704	-1	1
A19198	0.898645343	0.955291473	1	1
A19199	1	0.998986486	-1	0.901069967
A19200	0.764088059	0.318873111	1	1
A19201	0.531865164	0.001219477	1	0.814390622
A19202	0.753575523	0.450982797	1	0.903438523
A19203	0.8465104	0.678331318	-1	0.926255465
A19204	1	0.965170807	-1	1
A19205	0.520491756	0.006976106	-1	1
A19206	0.793352528	0.377094664	1	1
A19207	0.86950534	0.529574434	1	1
A19208	1	0.999142843	1	0.905958025
A19209	0.835678017	0.908609683	-1	1
A19210	0.700187361	0.581745812	-1	0.898764303
A19211	0.607187783	0.025100648	1	0.805574466
A19212	1	0.975353507	1	1
A19213	0.904071846	0.757178457	1	1
A19214	1	0.968138024	-1	1
A19215	0.523178159	0.098495003	1	1
A19216	0.910631565	0.618196611	1	1
A19217	0.562718687	0.00113538	1	1
A19218	0.85129882	0.609532549	1	1
A19219	0.801996141	0.845799299	-1	0.823039995
A19220	0.569489455	0.005744439	-1	1
A19221	0.726878175	0.203062316	1	1
A19222	1	0.935973212	1	1
A19223	0.649630118	0.733842449	-1	1
A19224	0.81356576	0.833961017	1	0.803247204
A19225	0.747465194	0.432768906	1	1
A19226	0.675236959	0.91472667	-1	0.888897258
A19227	0.933382428	0.998125322	-1	1
A19228	0.854807963	0.551157641	1	1
A19229	0.679459769	0.001340856	-1	0.808330753
A19230	1	0.985390669	1	1
A19231	0.728217917	0.247340499	1	0.703125793
A19232	0.832213354	0.991845766	-1	1
A19233	0.981380776	0.998159734	1	1
A19234	0.851259135	0.91738997	-1	0.599786693
A19235	0.953416314	0.998736794	-1	0.894479893
A19236	0.980690943	0.974605198	1	1
A19237	0.754441398	0.578926503	1	0.899592898
A19238	0.814531451	0.537673327	-1	1
A19239	1	0.86014917	-1	0.928384323
A19240	0.530850843	0.002380002	1	0.900071343
A19241	1	0.968512685	1	1
A19242	0.558075304	0.010656415	1	0.909851982
A19243	0.568757839	0.096592404	-1	1
A19244	0.770662228	0.593154608	-1	1
A19245	0.628983728	0.127320245	1	0.796919859
A19246	0.903796711	0.790043031	-1	0.892117711
A19247	0.63844042	0.005729809	1	1
A19248	0.592411999	0.031464728	-1	0.56252963
A19249	1	0.984433965	-1	0.901893735
A19250	0.564873704	0.07003576	-1	1
A19251	0.95768874	0.974387196	1	0.967228343
A19252	0.619102609	0.001582725	-1	1
A19253	0.912027288	0.922247077	-1	1
A19254	1	0.459708635	1	1
A19255	0.840968897	0.749801798	-1	1
A19256	0.859376742	0.897063848	-1	1
A19257	0.807533119	0.645573959	-1	0.933602535
A19258	0.722684817	0.998834916	1	0.898108533
A19259	0.746044502	0.17428203	-1	0.523279902
A19260	0.790257542	0.723099218	-1	1
A19261	0.555017696	0.0078726	-1	1
A19262	0.963060941	0.810971042	1	0.901482006
A19263	1	0.954657902	-1	1
A19264	1	0.996584662	1	1
A19265	0.62452451	0.037469509	1	0.894664212
A19266	0.824003978	0.617701944	-1	0.911071598
A19267	0.70095361	0.296492555	1	1
A19268	0.896853243	0.999416486	-1	1
A19269	0.670091269	0.178676404	1	0.826272214
A19270	0.818209018	0.968060399	1	1
A19271	0.676268546	0.191138626	-1	1
A19272	0.857532125	0.624815694	-1	1
A19273	0.529829356	0.00634928	1	1
A19274	0.610280042	0.004352524	1	1
A19275	0.985881375	0.933613504	-1	1
A19276	0.910913466	0.744983398	1	1
A19277	0.907234723	0.840840872	-1	1
A19278	0.809818194	0.954927016	-1	1
A19279	0.677290539	0.41454632	1	1
A19280	0.686680074	0.151291057	-1	1
A19281	1	0.974744519	1	1
A19282	1	0.982477685	1	1
A19283	0.869541847	0.932840668	-1	1
A19284	0.782252416	0.746760382	-1	1
A19285	0.907138237	0.77561059	1	0.597595543
A19286	0.556173189	0.016365353	-1	1
A19287	0.894841747	0.969529895	-1	1
A19288	0.822897531	0.632793288	-1	1
A19289	0.893655283	0.999753976	-1	0.929955849
A19290	0.684056304	0.138029617	-1	0.927470606
A19291	0.788665351	0.159953777	-1	1
A19292	0.568699178	0.077576336	1	1
A19293	0.849666853	0.67309858	-1	0.902807879
A19294	0.811190721	0.461282968	1	0.582471834
A19295	1	0.95324698	-1	1
A19296	0.768982875	0.569588387	-1	1
A19297	0.623757724	0.05389257	-1	0.899957575
A19298	0.647122132	0.794348891	-1	1
A19299	1	0.996871474	-1	1
A19300	1	0.99977136	1	0.893746843
A19301	0.84305058	0.597047393	1	0.910005656
A19302	0.733259372	0.123602993	-1	0.711989542
A19303	0.819118914	0.667989145	-1	0.607659043
A19304	0.849170617	0.309406145	-1	0.927864775
A19305	0.882174673	0.90715926	-1	1
A19306	0.749324784	0.939645931	-1	1
A19307	0.502396588	0.01287101	-1	1
A19308	0.604165498	0.029611051	-1	1
A19309	0.789317417	0.458745101	1	0.904519332
A19310	1	0.969580609	1	1
A19311	0.745183134	0.073473844	-1	1
A19312	0.564478324	0.093054136	-1	0.898785072
A19313	0.814579396	0.746745203	1	0.708591091
A19314	0.85606398	0.884621561	-1	1
A19315	1	0.965960238	-1	1
A19316	1	0.852587437	1	1
A19317	0.795849538	0.85753075	-1	0.902911831
A19318	0.741624685	0.104519746	1	1
A19319	1	0.915502312	1	1
A19320	0.900589149	0.871352092	-1	0.904020788
A19321	0.896226907	0.719566645	-1	0.901800794
A19322	1	0.99784496	1	1
A19323	0.94828749	0.985534756	-1	1
A19324	0.866243357	0.712514985	-1	1
A19325	0.918062127	0.949664833	1	1
A19326	0.683443046	0.433268965	1	1
A19327	0.736255899	0.362738971	-1	1
A19328	0.674460543	7.6e-05	-1	0.839374981
A19329	0.887055567	0.869107496	1	1
A19330	1	0.861588894	1	0.904687946
A19331	0.823802067	0.764338507	-1	1
A19332	0.791389178	0.832039721	1	1
A19333	0.804333753	0.763834881	-1	1
A19334	0.832620028	0.398870947	1	1
A19335	0.685143926	0.467565666	-1	1
A19336	1	0.886234063	1	1
A19337	1	0.580650405	1	1
A19338	1	0.990367457	-1	1
A19339	0.782183585	0.267925143	1	1
A19340	0.72969649	0.436911659	-1	1
A19341	1	0.93355925	1	1
A19342	0.832722143	0.877545398	-1	1
A19343	0.855501724	0.692707256	1	1
A19344	0.956693442	0.548847482	1	1
A19345	0.628236808	0.362811472	1	1
A19346	0.826944547	0.44924279	-1	0.898836784
A19347	0.972829744	0.89854631	1	1
A19348	0.63289283	0.093363398	1	0.899885676
A19349	0.890397089	0.713003983	1	1
A19350	0.855933994	0.943718521	1	1
A19351	1	0.840070059	1	1
A19352	1	0.791307564	1	1
A19353	0.642489027	0.039688236	1	1
A19354	0.758567022	0.697852501	-1	0.891153966
A19355	0.880505317	0.677482822	1	1
A19356	0.563208877	0.035234005	1	1
A19357	1	0.953410731	-1	1
A19358	0.852272982	0.792224379	-1	0.824482207
A19359	0.808292288	0.347406567	1	0.898631958
A19360	0.897538245	0.999749035	-1	1
A19361	1	0.865845237	-1	0.927909083
A19362	1	0.873071248	1	1
A19363	0.881305827	0.705050359	1	1
A19364	0.950482172	0.922084865	-1	0.799929547
A19365	0.668839447	0.178941964	-1	1
A19366	0.858967943	0.999577677	-1	1
A19367	0.669866955	0.087655333	-1	1
A19368	0.870766136	0.96704825	-1	0.928827685
A19369	0.563160127	0.025877384	1	1
A19370	0.626075419	0.032125106	1	1
A19371	0.746927866	0.442308567	1	0.902709698
A19372	0.686693017	0.257015919	-1	1
A19373	1	0.927217153	1	1
A19374	1	0.896301911	1	0.898742206
A19375	0.927644554	0.998096106	-1	1
A19376	0.855933003	0.352904322	-1	1
A19377	0.873501016	0.645482384	-1	0.903900238
A19378	0.977214585	0.852117301	1	1
A19379	0.527682189	0.005540844	-1	0.892017171
A19380	0.834760538	0.867006462	-1	1
A19381	0.805978189	0.631727576	1	1
A19382	1	0.718789787	1	1
A19383	0.602152224	0.027700116	-1	0.67235071
A19384	1	0.790479877	1	0.896730179
A19385	0.801863916	0.606901493	1	1
A19386	0.869792742	0.985864899	1	1
A19387	0.810645637	0.242675837	1	1
A19388	1	0.996342261	1	1
A19389	1	0.927781996	-1	1
A19390	0.742911741	0.005272534	-1	1
A19391	0.862559969	0.884874713	-1	1
A19392	0.80029958	0.29449057	-1	1
A19393	0.801777149	0.689777395	-1	1
A19394	0.731132571	0.155360811	-1	1
A19395	0.738220765	0.089848271	1	1
A19396	0.825278996	0.176843136	-1	1
A19397	0.707482507	0.223701373	-1	1
A19398	0.638144875	0.627355955	-1	1
A19399	0.557068102	0.041241875	-1	0.894206893
A19400	0.976882885	0.938281499	-1	1
A19401	1	0.999997637	-1	1
A19402	0.933041734	0.963682034	-1	0.929242783
A19403	0.827543858	0.957264272	1	1
A19404	0.731656149	0.284004875	1	1
A19405	0.707023857	0.709691552	-1	1
A19406	0.92051187	0.891366561	1	0.904790663
A19407	0.772295624	0.624141262	1	1
A19408	0.853920938	0.291973655	1	1
A19409	0.688549466	0.126520511	1	1
A19410	0.572916834	0.019341961	-1	1
A19411	0.764603077	0.333815337	-1	1
A19412	0.751180225	0.806269212	-1	1
A19413	0.813665372	0.45321296	-1	0.908783019
A19414	1	0.738020929	-1	0.928486052
A19415	0.729616334	0.064359787	-1	1
A19416	0.722096993	0.568934804	-1	1
A19417	0.867198355	0.681160529	1	1
A19418	0.603533775	0.133841396	1	1
A19419	0.747859598	0.463988599	1	1
A19420	0.635867455	0.298369521	-1	0.894589876
A19421	0.867327102	0.970151162	-1	1
A19422	0.65049226	0.138176914	-1	1
A19423	0.740970562	0.419285527	1	1
A19424	0.736237195	0.084799933	1	1
A19425	0.818331188	0.313093926	-1	1
A19426	0.761260383	0.391614381	1	0.558724706
A19427	0.912587065	0.984110842	-1	0.910329114
A19428	0.921442714	0.684873406	1	1
A19429	0.564123886	0.001926291	1	1
A19430	0.818980475	0.854161724	-1	1
A19431	0.66290342	0.217348817	1	1
A19432	0.913947327	0.86604939	-1	1
A19433	1	0.973850908	1	1
A19434	0.907630945	0.970896253	-1	1
A19435	0.802634612	0.409507061	1	1
A19436	1	0.817157619	1	1
A19437	1	0.818293479	1	1
A19438	0.854619943	0.550846182	1	1
A19439	0.572694897	0.280602574	-1	1
A19440	1	0.938251748	-1	1
A19441	0.905356877	0.834677691	-1	0.812948629
A19442	1	0.902023624	1	1
A19443	0.921938184	0.758416423	-1	1
A19444	1	0.635860165	-1	1
A19445	0.776603164	0.174780608	1	0.926547643
A19446	0.908501979	0.951667102	-1	1
A19447	1	0.961754522	-1	1
A19448	0.829935233	0.784999915	1	0.900334873
A19449	1	0.96433576	1	1
A19450	0.762795893	0.017862325	1	0.692724802
A19451	0.864472826	0.528603734	1	1
A19452	0.575878992	0.010920788	-1	1
A19453	0.800518254	0.803730745	1	0.915050518
A19454	0.978977632	0.956124102	1	1
A19455	0.858101377	0.776162959	1	1
A19456	0.806860027	0.837818136	-1	1
A19457	0.88366349	0.644557904	1	1
A19458	1	0.999800824	1	1
A19459	0.944721472	0.923112805	-1	0.928162813
A19460	0.672061539	0.203033733	1	0.897342684
A19461	0.771556628	0.777911939	-1	1
A19462	1	0.921175733	-1	1
A19463	0.860096803	0.594613027	1	1
A19464	0.764617006	0.464702487	-1	0.928625868
A19465	1	0.862558013	-1	1
A19466	0.876304769	0.883046708	-1	1
A19467	0.937008928	0.833297347	-1	0.898387721
A19468	0.932481883	0.556486269	1	0.900050058
A19469	1	0.847429202	1	1
A19470	0.863922575	0.806784158	1	1
A19471	0.920827131	0.958229264	1	0.897728916
A19472	0.880165821	0.729503221	1	1
A19473	0.744964172	0.502984531	1	1
A19474	1	0.983427333	-1	1
A19475	0.701842967	0.10312673	1	1
A19476	1	0.54596821	1	1
A19477	1	0.941440159	1	1
A19478	0.813039375	0.991983456	1	1
A19479	0.638653218	0.081992404	-1	1
A19480	1	0.721575562	1	1
A19481	0.912132102	0.884092057	1	0.600645684
A19482	0.931826422	0.958848442	-1	1
A19483	0.844865883	0.704809211	-1	1
A19484	0.89287615	0.62833881	1	0.911575553
A19485	0.902389249	0.99193368	1	1
A19486	0.66533273	0.087081388	-1	0.895964607
A19487	0.715159785	0.104900392	-1	0.896482839
A19488	0.815704239	0.658968724	-1	0.888594517
A19489	0.877347477	0.786706257	-1	1
A19490	0.785737248	0.419697346	-1	1
A19491	0.901238594	0.720904984	-1	1
A19492	0.570726246	0.009106984	-1	0.928340419
A19493	0.811576292	0.61593555	-1	1
A19494	0.900003225	0.888679895	-1	0.927714874
A19495	0.693025483	0.202212255	1	1
A19496	0.64248196	0.284239392	1	0.898463127
A19497	1	0.963094166	1	1
A19498	0.683719891	0.499398262	-1	1
A19499	0.904990662	0.961785774	1	1
A19500	1	0.934420359	1	1
A20001	0.787245739	0.207321258	-1	0.796935959
